-5 0.000000
-4 0.000000
-3 0.000000
-2 0.000000
-1 0.000000
0 14.244998
1 16.000000
2 17.755002
3 19.510004
4 21.265006
5 23.020008
6 24.775010
7 26.530012
8 28.285014
9 30.040016
10 31.795018
